"PF00988","1jdb","All alpha proteins","Carbamoyl phosphate synthetase large subunit connection domain","Carbamoyl phosphate synthetase large subunit connection domain","Carbamoyl phosphate synthetase large subunit connection domain"
"PF00990","1w25","Alpha and beta proteins (a/b)","Flavodoxinlike","CheYlike","CheYrelated"
"PF00992","1a2x","All alpha proteins","EF Hand-like","EF-hand","Calmodulin-like"
"PF00993","1seb","All beta proteins","Immunoglobulin-like beta-sandwich","Immunoglobulin","C1 set domains (antibody constant domain-like)"
"PF00994","1mkz","Alpha and beta proteins (a/b)","Molybdenum cofactor biosynthesis proteins","Molybdenum cofactor biosynthesis proteins","MogAlike"
"PF00995","1epu","Multidomain proteins (alpha and beta)","Sec/munclike (SM) proteins","Sec/munclike (SM) proteins","Sec/munclike (SM) proteins"
"PF00996","1gnd","Alpha and beta proteins (a/b)","FAD/NAD(P)-binding domain","FAD/NAD(P)-binding domain","GDI-like N domain"
"PF00998","1quv","Multidomain proteins (alpha and beta)","DNA/RNA polymerases","DNA/RNA polymerases","RNAdependent RNApolymerase"
"PF01000","1bdf","Alpha and beta proteins (a+b)","DCoHlike","RBPlike subunits of RNA polymerase","RNA polymerase alpha subunit dimerisation domain"
"PF01006","8ohm","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","RNA helicase"
"PF01007","1n9p","All beta proteins","Immunoglobulinlike betasandwich","E set domains","Cytoplasmic domain of inward rectifier potassium channel"
"PF01011","4aah","All beta proteins","bladed betapropeller","Quinoprotein alcohol dehydrogenaselike","Quinoprotein alcohol dehydrogenaselike"
"PF01012","1efv","Alpha and beta proteins (a/b)","Adenine nucleotide alpha hydrolaselike","Adenine nucleotide alpha hydrolaseslike","ETFP subunits"
"PF01017","1bgf","All alpha proteins","Transcription factor STAT Ndomain","Transcription factor STAT Ndomain","Transcription factor STAT Ndomain"
"PF01018","1lnz","All beta proteins","7  Obg-fold","1  Obg GTP-binding protein N-terminal domain","1  Obg GTP-binding protein N-terminal domain"
"PF01022","1smt","All alpha proteins","DNA/RNA-binding 3-helical bundle","""Winged helix"" DNA-binding domain","ArsR-like transcriptional regulators"
"PF01023","1cnp","All alpha proteins","EF Handlike","EFhand","S proteins"
"PF01025","1dkg","All beta proteins","Head domain of nucleotide exchange factor GrpE","Head domain of nucleotide exchange factor GrpE","Head domain of nucleotide exchange factor GrpE"
"PF01026","1j6o","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","Metallodependent hydrolases","TatD Mgdependent DNaselike"
"PF01028","1a31","Alpha and beta proteins (a+b)","DNA breakingrejoining enzymes","DNA breakingrejoining enzymes","Eukaryotic DNA topoisomerase I catalytic core"
"PF01030","1igr","Alpha and beta proteins (a/b)","Leucine-rich repeat LRR (right-handed beta-alpha superhelix)","L domain-like","L domain"
"PF01032","1l7v","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","ABC transporter ATPase domainlike"
"PF01035","1sfe","All alpha proteins","DNA/RNAbinding helical bundle","Methylated DNAprotein cysteine methyltransferase Cterminal domain","Methylated DNAprotein cysteine methyltransferase Cterminal domain"
"PF01037","1i1g","All alpha proteins","DNA/RNAbinding helical bundle","""Winged helix"" DNAbinding domain","Lrp/AsnClike transcriptional regulator Nterminal domain"
"PF01039","1od2","Alpha and beta proteins (a/b)","ClpP/crotonase","ClpP/crotonase","Biotin dependent carboxylase carboxyltransferase domain"
"PF01041","1b9i","Alpha and beta proteins (a/b)","PLPdependent transferaselike","PLPdependent transferases","GABAaminotransferaselike"
"PF01042","1qd9","Alpha and beta proteins (a+b)","Bacillus chorismate mutaselike","YjgFlike","YjgF/LPSP"
"PF01043","1nkt","All alpha proteins","2 Pre-protein crosslinking domain of SecA","1 Pre-protein crosslinking domain of SecA","1 Pre-protein crosslinking domain of SecA"
"PF01044","1dow","All alpha proteins","Four-helical up-and-down bundle","alpha-catenin/vinculin-like","alpha-catenin/vinculin"
"PF01047","1jgs","All alpha proteins","DNA/RNAbinding helical bundle","""Winged helix"" DNAbinding domain","MarRlike transcriptional regulators"
"PF01048","1ecp","Alpha and beta proteins (a/b)","Phosphorylase/hydrolaselike","Purine and uridine phosphorylases","Purine and uridine phosphorylases"
"PF01049","1i7w","All alpha proteins","8 alpha-alpha superhelix","1 ARM repeat","1 Armadillo repeat"
"PF01051","1rep","All alpha proteins","DNA/RNA-binding 3-helical bundle","""Winged helix"" DNA-binding domain","Replication initiation protein"
"PF01052","1o9y","All beta proteins","9  Surface presentation of antigens (SPOA)","1  Surface presentation of antigens (SPOA)","1  Surface presentation of antigens (SPOA)"
"PF01053","1cs1","Alpha and beta proteins (a/b)","PLPdependent transferaselike","PLPdependent transferases","Cystathionine synthaselike"
"PF01056","1ee4","All alpha proteins","8 alpha-alpha superhelix","1 ARM repeat","1 Armadillo repeat"
"PF01058","1frf","Multidomain proteins (alpha and beta)","HydB/Nqolike","HydB/Nqolike","Nickeliron hydrogenase large subunit"
"PF01063","1daa","Multidomain proteins (alpha and beta)","Daminoacid aminotransferaselike PLPdependent enzymes","Daminoacid aminotransferaselike PLPdependent enzymes","Daminoacid aminotransferaselike PLPdependent enzymes"
"PF01068","1a0i","Alpha and beta proteins (a+b)","ATPgrasp","DNA ligase/mRNA capping enzyme catalytic domain","ATPdependent DNA ligase catalytic domain"
"PF01070","1gox","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","FMN-linked oxidoreductases","FMN-linked oxidoreductases"
"PF01071","1gso","All beta proteins","Barrel-sandwich hybrid","Rudiment single hybrid motif","BC C-terminal domain-like"
"PF01074","1o7d","Alpha and beta proteins (a/b)","stranded beta/alpha barrel","Glycoside hydrolase/deacetylase","alphamannosidase"
"PF01075","1psw","Alpha and beta proteins (a/b)","UDPGlycosyltransferase/glycogen phosphorylase","UDPGlycosyltransferase/glycogen phosphorylase","ADPheptose LPS heptosyltransferase II"
"PF01078","1g8p","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Extended AAAATPase domain"
"PF01079","1at0","All beta proteins","Hedgehog/intein (Hint) domain","Hedgehog/intein (Hint) domain","Hedgehog Cterminal (Hog) autoprocessing domain"
"PF01081","1fwr","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Aldolase","Class I aldolase"
"PF01082","1phm","All beta proteins","1  Nucleoplasmin-like/VP (viral coat and capsid proteins)","1  PHM/PNGase F","2  Peptidylglycine alpha-hydroxylating monooxygenase PHM"
"PF01083","1cex","Alpha and beta proteins (a/b)","alpha/betaHydrolases","alpha/betaHydrolases","Cutinaselike"
"PF01084","1n32","All alpha proteins","6 S13-like H2TH domain","1 S13-like H2TH domain","1 Ribosomal protein S13"
"PF01085","1vhh","Alpha and beta proteins (a+b)","Hedgehog/DDpeptidase","Hedgehog/DDpeptidase","Hedgehog (development protein) Nterminal signaling domain"
"PF01087","1hxp","Alpha and beta proteins (a+b)","HITlike","HITlike","Hexosephosphate uridylyltransferase"
"PF01088","1uch","Alpha and beta proteins (a+b)","Cysteine proteinases","Cysteine proteinases","Ubiquitin carboxylterminal hydrolase UCHL"
"PF01094","2liv","Alpha and beta proteins (a/b)","Periplasmic binding proteinlike I","Periplasmic binding proteinlike I","Larabinose binding proteinlike"
"PF01095","1qjv","All beta proteins","Single-stranded right-handed beta-helix","Pectin lyase-like","Pectin methylesterase"
"PF01099","1utr","All alpha proteins","1 Uteroglobin-like","1 Uteroglobin-like","1 Uteroglobin-like"
"PF01108","2hft","All beta proteins","Immunoglobulin-like beta-sandwich","Fibronectin type III","Fibronectin type III"
"PF01109","2gmf","All alpha proteins","4-helical cytokines","4-helical cytokines","Short-chain cytokines"
"PF01110","1cnt","All alpha proteins","4-helical cytokines","4-helical cytokines","Long-chain cytokines"
"PF01111","1cks","Alpha and beta proteins (a+b)","Cell cycle regulatory proteins","Cell cycle regulatory proteins","Cell cycle regulatory proteins"
"PF01112","1ayl","Alpha and beta proteins (a/b)","PEP carboxykinase Nterminal domain","PEP carboxykinase Nterminal domain","PEP carboxykinase Nterminal domain"
"PF01113","1dru","Alpha and beta proteins (a/b)","NAD(P)-binding Rossmann-fold domains","NAD(P)-binding Rossmann-fold domains","Glyceraldehyde-3-phosphate dehydrogenase-like N-terminal domain"
"PF01114","1lpb","Alpha and beta proteins (a/b)","alpha/betaHydrolases","alpha/betaHydrolases","Pancreatic lipase Nterminal domain"
"PF01115","1izn","Multidomain proteins (alpha and beta)","Subunits of heterodimeric actin filament capping protein Capz","Subunits of heterodimeric actin filament capping protein Capz","Capz alpha subunit"
"PF01116","1dos","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Aldolase","Class II FBP aldolase"
"PF01117","1pre","Alpha and beta proteins (a+b)","Ctype lectinlike","Ctype lectinlike","Aerolysin/Pertussis toxin (APT) domain"
"PF01118","1brm","Alpha and beta proteins (a/b)","NAD(P)-binding Rossmann-fold domains","NAD(P)-binding Rossmann-fold domains","Glyceraldehyde-3-phosphate dehydrogenase-like N-terminal domain"
"PF01119","1bkn","Alpha and beta proteins (a+b)","ATPase domain of HSP chaperone/DNA topoisomerase II/histidine kinase","ATPase domain of HSP chaperone/DNA topoisomerase II/histidine kinase","DNA gyrase/MutL Nterminal domain"
"PF01120","1hl9","All beta proteins","Glycosyl hydrolase domain","Glycosyl hydrolase domain","Putative alpha-L-fucosidase C-terminal domain"
"PF01121","1jjv","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Nucleotide and nucleoside kinases"
"PF01123","1se3","Alpha and beta proteins (a+b)","betaGrasp (ubiquitinlike)","Superantigen toxins Cterminal domain","Superantigen toxins Cterminal domain"
"PF01124","1iit","Alpha and beta proteins (a/b)","Periplasmic binding proteinlike II","Periplasmic binding proteinlike II","Phosphate binding proteinlike"
"PF01127","1nek","All alpha proteins","Globinlike","alphahelical ferredoxin","Fumarate reductase/Succinate dehydogenase ironsulfur protein Cterminal domain"
"PF01128","1inj","Alpha and beta proteins (a/b)","Nucleotidediphosphosugar transferases","Nucleotidediphosphosugar transferases","Cytidylytransferase"
"PF01131","1ecl","Multidomain proteins (alpha and beta)","Prokaryotic type I DNA topoisomerase","Prokaryotic type I DNA topoisomerase","Prokaryotic type I DNA topoisomerase"
"PF01135","1dl5","Alpha and beta proteins (a/b)","SadenosylLmethioninedependent methyltransferases","SadenosylLmethioninedependent methyltransferases","ProteinLisoaspartyl Omethyltransferase"
"PF01137","1qmi","Alpha and beta proteins (a+b)","IFlike","EPT/RTPClike","RNA terminal phosphate cyclase RPTC"
"PF01138","1e3p","Alpha and beta proteins (a+b)","Alphalytic protease prodomainlike","Prokaryotic type KH domain (KHdomain type II)","Prokaryotic type KH domain (KHdomain type II)"
"PF01140","1mn8","All alpha proteins","Retroviral matrix proteins","Retroviral matrix proteins","MMLV matrix protein-like"
"PF01144","1poi","Alpha and beta proteins (a/b)","NagB/RpiA/CoA transferaselike","NagB/RpiA/CoA transferaselike","CoA transferase alpha subunitlike"
"PF01147","1j0t","All alpha proteins","Crustacean CHH/MIH/GIH neurohormone","Crustacean CHH/MIH/GIH neurohormone","Crustacean CHH/MIH/GIH neurohormone"
"PF01149","1k82","All alpha proteins","6 S13-like H2TH domain","1 S13-like H2TH domain","2 Middle domain of MutM-like DNA repair proteins"
"PF01152","1dlw","All alpha proteins","Globin-like","Globin-like","Truncated hemoglobin"
"PF01156","2mas","Alpha and beta proteins (a/b)","Nucleoside hydrolase","Nucleoside hydrolase","Nucleoside hydrolase"
"PF01157","1m90","All alpha proteins","Long alphahairpin","Ribosomal protein L (Lp)","Ribosomal protein L (Lp)"
"PF01167","1c8z","Alpha and beta proteins (a+b)","Tubby Cterminal domainlike","Tubby Cterminal domainlike","Transcriptional factor tubby Cterminal domain"
"PF01168","1sft","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","PLPbinding barrel","Alanine racemaselike Nterminal domain"
"PF01171","1ni5","All beta proteins","PheT/TilS domain","PheT/TilS domain","tRNAIlelysidine synthetase TilS Cterminal domain"
"PF01172","1nyn","Alpha and beta proteins (a+b)","FYSH domain","FYSH domain","Hypothetical protein YhrW"
"PF01179","1oac","Alpha and beta proteins (a+b)","N domain of copper amine oxidaselike","Copper amine oxidase domain N","Copper amine oxidase domain N"
"PF01180","1dor","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","FMNlinked oxidoreductases","FMNlinked oxidoreductases"
"PF01182","1dea","Alpha and beta proteins (a/b)","NagB/RpiA/CoA transferaselike","NagB/RpiA/CoA transferaselike","NagBlike"
"PF01183","1jfx","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","(Trans)glycosidases","betaNacetylmuraminidase"
"PF01187","1mif","Alpha and beta proteins (a+b)","Tautomerase/MIF","Tautomerase/MIF","MIFrelated"
"PF01189","1ixk","Alpha and beta proteins (a/b)","SadenosylLmethioninedependent methyltransferases","SadenosylLmethioninedependent methyltransferases","NOL/NOP/sun"
"PF01191","1dzf","Alpha and beta proteins (a/b)","Restriction endonucleaselike","Eukaryotic RPB Nterminal domain","Eukaryotic RPB Nterminal domain"
"PF01192","1qkl","All alpha proteins","3 RPB6/omega subunit-like","1 RPB6/omega subunit-like","2 RPB6"
"PF01193","1bdf","Alpha and beta proteins (a+b)","DCoHlike","RBPlike subunits of RNA polymerase","RNA polymerase alpha subunit dimerisation domain"
"PF01194","1ef4","All alpha proteins","DNA/RNA-binding 3-helical bundle","RNA polymerase subunit RPB10","RNA polymerase subunit RPB10"
"PF01195","2pth","Alpha and beta proteins (a/b)","Phosphorylase/hydrolaselike","PeptidyltRNA hydrolaselike","PeptidyltRNA hydrolaselike"
"PF01196","1gd8","Alpha and beta proteins (a+b)","Prokaryotic ribosomal protein L","Prokaryotic ribosomal protein L","Prokaryotic ribosomal protein L"
"PF01198","1m90","All alpha proteins","Long alphahairpin","Ribosomal protein L (Lp)","Ribosomal protein L (Lp)"
"PF01202","2shk","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Shikimate kinase (AroK)"
"PF01205","1vi7","Alpha and beta proteins (a+b)","Ribosomal protein S domain like","Ribosomal protein S domain like","YigZ Nterminal domainlike"
"PF01207","1vhn","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","FMNlinked oxidoreductases","FMNlinked oxidoreductases"
"PF01208","1uro","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","UROD/MetElike","Uroporphyrinogen decarboxylase UROD"
"PF01210","1m66","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","phosphogluconate dehydrogenaselike Nterminal domain"
"PF01212","1ax4","Alpha and beta proteins (a/b)","PLPdependent transferaselike","PLPdependent transferases","Betaeliminating lyases"
"PF01213","1s0p","All alpha proteins","Nterminal domain of adenylylcyclase associated protein CAP","Nterminal domain of adenylylcyclase associated protein CAP","Nterminal domain of adenylylcyclase associated protein CAP"
"PF01215","1occ","All alpha proteins","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h"
"PF01216","1a8y","Alpha and beta proteins (a/b)","Thioredoxin fold","Thioredoxinlike","Calsequestrin"
"PF01220","2dhq","Alpha and beta proteins (a/b)","Flavodoxinlike","Type II dehydroquinate dehydratase","Type II dehydroquinate dehydratase"
"PF01223","1smn","Alpha and beta proteins (a+b)","HisMe finger endonucleases","HisMe finger endonucleases","DNA/RNA nonspecific endonuclease"
"PF01225","1uag","Alpha and beta proteins (a/b)","MurCD Nterminal domain","MurCD Nterminal domain","MurCD Nterminal domain"
"PF01227","1gtp","Alpha and beta proteins (a+b)","Tfold","Tetrahydrobiopterin biosynthesis enzymeslike","GTP cyclohydrolase I"
"PF01228","1h7a","Alpha and beta proteins (a/b)","PFL-like glycyl radical enzymes","PFL-like glycyl radical enzymes","Class III anaerobic ribonucleotide reductase NRDD subunit"
"PF01229","1uhv","All beta proteins","Glycosyl hydrolase domain","Glycosyl hydrolase domain","Composite domain of glycosyl hydrolase families 5 30 39 and 51"
"PF01230","1kpa","Alpha and beta proteins (a+b)","HITlike","HITlike","HIT (HINT histidine triad) family of protein kinaseinteracting proteins"
"PF01232","1m2w","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","phosphogluconate dehydrogenaselike Nterminal domain"
"PF01233","2nmt","Alpha and beta proteins (a+b)","AcylCoA Nacyltransferases (Nat)","AcylCoA Nacyltransferases (Nat)","Nmyristoyl transferase NMT"
"PF01234","1hnn","Alpha and beta proteins (a/b)","SadenosylLmethioninedependent methyltransferases","SadenosylLmethioninedependent methyltransferases","Arylamine Nmethyltransferase"
"PF01238","1pmi","All beta proteins","Doublestranded betahelix","RmlClike cupins","Type I phosphomannose isomerase"
"PF01239","1ft1","All alpha proteins","2 alpha/alpha toroid","4 Terpenoid cyclases/Protein prenyltransferases","3 Protein prenyltransferases"
"PF01241","1jb0","Alpha and beta proteins (a+b)","Ferredoxinlike","FeS ferredoxins","Fe ferredoxin"
"PF01242","1gtq","Alpha and beta proteins (a+b)","Tfold","Tetrahydrobiopterin biosynthesis enzymeslike","pyruvoyl tetrahydropterin synthase"
"PF01244","1itq","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","Metallodependent hydrolases","Renal dipeptidase"
"PF01246","1m90","All alpha proteins","Long alphahairpin","Ribosomal protein L (Lp)","Ribosomal protein L (Lp)"
"PF01250","1ris","Alpha and beta proteins (a+b)","Ferredoxinlike","Ribosomal protein S","Ribosomal protein S"
"PF01253","2if1","Alpha and beta proteins (a+b)","eIFlike","eIFlike","eIFlike"
"PF01255","1jp3","Alpha and beta proteins (a/b)","Undecaprenyl diphosphate synthase","Undecaprenyl diphosphate synthase","Undecaprenyl diphosphate synthase"
"PF01256","1kyh","Alpha and beta proteins (a/b)","Ribokinaselike","Ribokinaselike","YjeF Cterminal domainlike"
"PF01259","1a48","Alpha and beta proteins (a+b)","SAICAR synthaselike","SAICAR synthaselike","SAICAR synthase"
"PF01261","1qtw","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Xylose isomerase-like","Endonuclease IV"
"PF01262","1say","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","Formate/glycerate dehydrogenases NADdomain"
"PF01264","1q1l","Alpha and beta proteins (a+b)","Chorismate synthase AroC","Chorismate synthase AroC","Chorismate synthase AroC"
"PF01266","1kif","Alpha and beta proteins (a/b)","Nucleotide-binding domain","Nucleotide-binding domain","D-aminoacid oxidase N-terminal domain"
"PF01267","1izn","Multidomain proteins (alpha and beta)","Subunits of heterodimeric actin filament capping protein Capz","Subunits of heterodimeric actin filament capping protein Capz","Capz alpha subunit"
"PF01268","1fpm","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Nitrogenase iron proteinlike"
"PF01269","1fbn","Alpha and beta proteins (a/b)","SadenosylLmethioninedependent methyltransferases","SadenosylLmethioninedependent methyltransferases","Fibrillarin homologue"
"PF01270","1cem","All alpha proteins","alpha/alpha toroid","Sixhairpin glycosidases","Cellulases catalytic domain"
"PF01272","1grj","All alpha proteins","Long alpha-hairpin","GreA transcript cleavage protein N-terminal domain","GreA transcript cleavage protein N-terminal domain"
"PF01273","1bp1","Alpha and beta proteins (a+b)","Aha/BPI domainlike","Bactericidal permeabilityincreasing protein BPI","Bactericidal permeabilityincreasing protein BPI"
"PF01274","1d8c","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Malate synthase G","Malate synthase G"
"PF01276","1ord","Alpha and beta proteins (a/b)","PLPdependent transferaselike","PLPdependent transferases","Ornithine decarboxylase major domain"
"PF01280","1m90","All alpha proteins","Long alphahairpin","Ribosomal protein L (Lp)","Ribosomal protein L (Lp)"
"PF01281","1div","Alpha and beta proteins (a+b)","Ribosomal protein L Cdomain","Ribosomal protein L Cdomain","Ribosomal protein L Cdomain"
"PF01286","1xpa","All alpha proteins","Putative DNA-binding domain","Putative DNA-binding domain","DNA repair factor XPA DNA- and RPA-binding domain C-terminal subdomain"
"PF01288","1hka","Alpha and beta proteins (a+b)","Ferredoxinlike","hydroxymethyldihydropterin pyrophosphokinase HPPK","hydroxymethyldihydropterin pyrophosphokinase HPPK"
"PF01291","1lki","All alpha proteins","4-helical cytokines","4-helical cytokines","Long-chain cytokines"
"PF01293","1ayl","Alpha and beta proteins (a/b)","PEP carboxykinase Nterminal domain","PEP carboxykinase Nterminal domain","PEP carboxykinase Nterminal domain"
"PF01297","1toa","Alpha and beta proteins (a/b)","Chelataselike","""Helical backbone"" metal receptor","TroAlike"
"PF01303","1lis","All alpha proteins","Fertilization protein","Fertilization protein","Fertilization protein"
"PF01314","1aor","Alpha and beta proteins (a+b)","Aldehyde ferredoxin oxidoreductase Nterminal domain","Aldehyde ferredoxin oxidoreductase Nterminal domain","Aldehyde ferredoxin oxidoreductase Nterminal domain"
"PF01316","1aoy","All alpha proteins","DNA/RNA-binding 3-helical bundle","""Winged helix"" DNA-binding domain","Arginine repressor (ArgR) N-terminal DNA-binding domain"
"PF01318","1cwp","All beta proteins","1  Nucleoplasmin-like/VP (viral coat and capsid proteins)","4  Positive stranded ssRNA viruses","5  Bromoviridae-like VP"
"PF01320","1cei","All alpha proteins","Acyl carrier proteinlike","Colicin E immunity proteins","Colicin E immunity proteins"
"PF01321","1chm","Alpha and beta proteins (a/b)","Ribonuclease Hlike motif","Creatinase/prolidase Nterminal domain","Creatinase/prolidase Nterminal domain"
"PF01322","1cgo","All alpha proteins","Four-helical up-and-down bundle","Cytochromes","Cytochrome c'-like"
"PF01323","1bed","Alpha and beta proteins (a/b)","Thioredoxin fold","Thioredoxinlike","DsbAlike"
"PF01324","1ddt","All beta proteins","Common fold of diphtheria toxin/transcription factors/cytochrome f","Diphtheria toxin Cterminal domain","Diphtheria toxin Cterminal domain"
"PF01325","2dtr","All alpha proteins","Iron-dependent repressor protein dimerization domain","Iron-dependent repressor protein dimerization domain","Iron-dependent repressor protein dimerization domain"
"PF01326","1dik","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Phosphoenolpyruvate/pyruvate domain","Pyruvate phosphate dikinase C-terminal domain"
"PF01327","1def","Alpha and beta proteins (a+b)","Peptide deformylase","Peptide deformylase","Peptide deformylase"
"PF01328","1cpo","All alpha proteins","EF Handlike","Cloroperoxidase","Cloroperoxidase"
"PF01329","1dco","Alpha and beta proteins (a+b)","DCoHlike","PCDlike","PCDlike"
"PF01330","1cuk","All alpha proteins","RuvA C-terminal domain-like","DNA helicase RuvA subunit C-terminal domain","DNA helicase RuvA subunit C-terminal domain"
"PF01331","1ckm","Alpha and beta proteins (a+b)","ATPgrasp","DNA ligase/mRNA capping enzyme catalytic domain","mRNA capping enzyme"
"PF01333","1ctm","All beta proteins","Barrelsandwich hybrid","Rudiment single hybrid motif","Cytochrome f small domain"
"PF01335","1a1z","All alpha proteins","DEATH domain","DEATH domain","DEATH effector domain DED"
"PF01336","1asy","Alpha and beta proteins (a+b)","Class II aaRS and biotin synthetases","Class II aaRS and biotin synthetases","Class II aminoacyltRNA synthetase (aaRS)like catalytic domain"
"PF01337","1brs","Alpha and beta proteins (a/b)","Barstar-like","Barstar-related","Barstar-related"
"PF01339","1chd","Alpha and beta proteins (a/b)","Methylesterase CheB Cterminal domain","Methylesterase CheB Cterminal domain","Methylesterase CheB Cterminal domain"
"PF01340","1cmb","All alpha proteins","Ribbonhelixhelix","Ribbonhelixhelix","Met repressor MetJ (MetR)"
"PF01341","1cb2","Alpha and beta proteins (a/b)","7-stranded beta/alpha barrel","Glycosyl hydrolases family 6 cellulases","Glycosyl hydrolases family 6 cellulases"
"PF01342","1h5p","Alpha and beta proteins (a+b)","SAND domainlike","SAND domainlike","SAND domain"
"PF01344","1gof","All beta proteins","bladed betapropeller","Galactose oxidase central domain","Galactose oxidase central domain"
"PF01346","1fd9","Alpha and beta proteins (a+b)","FKBPlike","FKBPlike","FKBP immunophilin/proline isomerase"
"PF01351","1eke","Alpha and beta proteins (a/b)","Ribonuclease Hlike motif","Ribonuclease Hlike","Ribonuclease H"
"PF01353","1ema","Alpha and beta proteins (a+b)","GFPlike","GFPlike","Fluorescent proteins"
"PF01356","1hoe","All beta proteins","alphaAmylase inhibitor tendamistat","alphaAmylase inhibitor tendamistat","alphaAmylase inhibitor tendamistat"
"PF01357","1who","All beta proteins","C domainlike","PHL pollen allergen","PHL pollen allergen"
"PF01358","1v39","Alpha and beta proteins (a/b)","SadenosylLmethioninedependent methyltransferases","SadenosylLmethioninedependent methyltransferases","mRNA cap methylase"
"PF01361","1otf","Alpha and beta proteins (a+b)","Tautomerase/MIF","Tautomerase/MIF","oxalocrotonate tautomeraselike"
"PF01364","1cvr","Alpha and beta proteins (a/b)","Caspaselike","Caspaselike","Gingipain R (RgpB) Nterminal domain"
"PF01365","1n4k","All alpha proteins","alphaalpha superhelix","IP receptor type  binding core domain",".  IP receptor type  binding core domain"
"PF01367","1taq","Multidomain proteins (alpha and beta)","DNA/RNA polymerases","DNA/RNA polymerases","DNA polymerase I"
"PF01368","1i74","Alpha and beta proteins (a/b)","DHH phosphoesterases","DHH phosphoesterases","Manganesedependent inorganic pyrophosphatase (family II)"
"PF01369","1pbv","All alpha proteins","8 alpha-alpha superhelix","3 Sec7 domain","1 Sec7 domain"
"PF01370","1xel","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","Tyrosinedependent oxidoreductases"
"PF01373","1byb","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","(Trans)glycosidases","Amylase catalytic domain"
"PF01374","1chk","Alpha and beta proteins (a+b)","Lysozymelike","Lysozymelike","Chitosanase"
"PF01375","1lts","Alpha and beta proteins (a+b)","ADPribosylation","ADPribosylation","ADPribosylating toxins"
"PF01376","1lts","Alpha and beta proteins (a+b)","ADPribosylation","ADPribosylation","ADPribosylating toxins"
"PF01378","1pgb","Alpha and beta proteins (a+b)","betaGrasp (ubiquitinlike)","Immunoglobulinbinding domains","Immunoglobulinbinding domains"
"PF01379","1pda","Alpha and beta proteins (a/b)","Periplasmic binding proteinlike II","Periplasmic binding proteinlike II","Phosphate binding proteinlike"
"PF01381","1r69","All alpha proteins","lambda repressor-like DNA-binding domains","lambda repressor-like DNA-binding domains","Phage repressors"
"PF01382","1slf","All beta proteins","Streptavidinlike","Avidin/streptavidin","Avidin/streptavidin"
"PF01383","1b33","All alpha proteins","Globin-like","Globin-like","Phycocyanin-like phycobilisome proteins"
"PF01390","1ivz","Alpha and beta proteins (a+b)","Ferredoxinlike","SEA domain","SEA domain"
"PF01392","1ijx","All alpha proteins","1 Frizzled cysteine-rich domain","1 Frizzled cysteine-rich domain","1 Frizzled cysteine-rich domain"
"PF01394","1bpo","All alpha proteins","8 alpha-alpha superhelix","1 ARM repeat","4 Clathrin heavy-chain linker domain"
"PF01395","1c3z","All alpha proteins","EF Handlike","Insect pheromone/odorantbinding proteins","Insect pheromone/odorantbinding proteins"
"PF01397","5eau","All alpha proteins","alpha/alpha toroid","Terpenoid cyclases/Protein prenyltransferases","Terpenoid cyclase Nterminal domain"
"PF01402","2cpg","All alpha proteins","Ribbon-helix-helix","Ribbon-helix-helix","CopG-like"
"PF01403","1olz","All beta proteins","bladed betapropeller","Sema domain","Sema domain"
